name	chrom	strand	txStart	txEnd
ENSG00000204363	X	-	52825184	52827141
ENSG00000204365	10	+	29135337	29170827
ENSG00000204366	6	-	31867384	31869769
ENSG00000204370	11	+	111957497	111966518
ENSG00000204371	6	-	31847536	31865461
ENSG00000204375	X	-	52541053	52546189
ENSG00000204376	X	-	52528159	52533295
ENSG00000204377	1	-	16555368	16556038
ENSG00000204379	X	-	52255219	52260355
ENSG00000204381	11	+	111411384	111431685
ENSG00000204382	X	+	52238818	52243954
ENSG00000204385	6	-	31830969	31846778
ENSG00000204386	6	-	31826829	31830683
ENSG00000204387	6	+	31802385	31807538
ENSG00000204388	6	+	31795512	31798031
ENSG00000204389	6	+	31783291	31785717
ENSG00000204390	6	-	31777396	31782842
ENSG00000204392	6	-	31765173	31774761
ENSG00000204393	20	+	31175281	31196695
ENSG00000204394	6	-	31745295	31763730
ENSG00000204396	6	-	31733367	31745071
ENSG00000204397	11	-	104912053	104916042
ENSG00000204398	13	+	112240638	112324955
ENSG00000204403	11	-	104756445	104769160
ENSG00000204406	2	+	148778580	149271020
ENSG00000204410	6	+	31707798	31730453
ENSG00000204414	17	-	61987071	61988556
ENSG00000204420	6	+	31691161	31692958
ENSG00000204421	6	-	31686425	31689622
ENSG00000204422	6	-	31654739	31681849
ENSG00000204424	6	+	31674662	31678372
ENSG00000204427	6	-	31654726	31671221
ENSG00000204428	6	-	31644517	31648154
ENSG00000204435	6	+	31633841	31637847
ENSG00000204438	6	-	31629006	31634060
ENSG00000204439	6	-	31626075	31628549
ENSG00000204442	13	-	107820883	108519083
ENSG00000204444	6	+	31623248	31625987
ENSG00000204446	9	+	89763559	89774471
ENSG00000204449	11	+	89764274	89775193
ENSG00000204463	6	-	31606806	31620477
ENSG00000204464	1	-	15494970	15497813
ENSG00000204469	6	+	31588502	31605548
ENSG00000204472	6	+	31582961	31584798
ENSG00000204475	6	-	31556672	31560762
ENSG00000204478	1	+	13736907	13747803
ENSG00000204479	1	+	13716092	13719089
ENSG00000204480	1	-	13694889	13698405
ENSG00000204481	1	-	13668743	13673511
ENSG00000204482	6	+	31554977	31556686
ENSG00000204486	1	+	13516066	13526943
ENSG00000204488	1	+	13495254	13498260
ENSG00000204491	1	-	13474689	13477522
ENSG00000204495	1	-	13447414	13452656
ENSG00000204498	6	+	31515358	31526606
ENSG00000204501	1	+	13421176	13428191
ENSG00000204502	1	+	13359819	13369057
ENSG00000204503	1	-	13328196	13331692
ENSG00000204508	1	+	13035543	13038381
ENSG00000204510	1	+	12976450	12980569
ENSG00000204511	6	+	31496494	31498009
ENSG00000204513	1	-	12884468	12891264
ENSG00000204514	19	-	58383847	58400405
ENSG00000204516	6	+	31465892	31478901
ENSG00000204518	1	+	12704566	12727097
ENSG00000204519	19	+	58193347	58202022
ENSG00000204520	6	+	31371356	31383092
ENSG00000204524	19	+	57752260	57766071
ENSG00000204525	6	-	31236526	31239863
ENSG00000204531	6	-	31132120	31138470
ENSG00000204532	19	+	56713670	56720821
ENSG00000204533	19	-	56662314	56663250
ENSG00000204536	6	-	31110216	31125566
ENSG00000204538	6	-	31105313	31107127
ENSG00000204539	6	-	31082867	31088223
ENSG00000204540	6	+	31082608	31107869
ENSG00000204542	6	-	31079000	31080336
ENSG00000204544	6	+	30951495	30957680
ENSG00000204548	20	-	29992672	29994069
ENSG00000204560	6	-	30620896	30640814
ENSG00000204564	6	+	30614816	30620986
ENSG00000204566	10	-	23492745	23528745
ENSG00000204568	6	+	30585486	30594172
ENSG00000204569	6	-	30568177	30585021
ENSG00000204571	11	-	71292901	71293921
ENSG00000204572	11	+	71276609	71277666
ENSG00000204574	6	+	30539153	30559309
ENSG00000204576	6	+	30524663	30531500
ENSG00000204577	19	-	54720797	54726850
ENSG00000204580	6	+	30851861	30867929
ENSG00000204590	6	-	30509154	30524951
ENSG00000204592	6	+	30457244	30461982
ENSG00000204595	19	+	54135310	54140263
ENSG00000204599	6	+	30294621	30311505
ENSG00000204604	19	-	53341261	53360872
ENSG00000204610	6	+	30130993	30140473
ENSG00000204611	19	-	52616344	52643170
ENSG00000204612	9	+	79634571	79635869
ENSG00000204613	6	-	30119722	30128711
ENSG00000204614	6	+	30104787	30116512
ENSG00000204616	6	-	30070674	30080883
ENSG00000204618	6	-	30038043	30043664
ENSG00000204619	6	+	30034865	30038110
ENSG00000204620	X	-	48431482	48433275
ENSG00000204624	1	+	11539295	11597641
ENSG00000204628	5	-	180663937	180671209
ENSG00000204632	6	+	29794756	29798899
ENSG00000204634	2	-	101624079	101767715
ENSG00000204640	2	+	101086944	101099742
ENSG00000204642	6	+	29691185	29695073
ENSG00000204644	6	-	29640169	29644931
ENSG00000204645	X	+	48242863	48252785
ENSG00000204653	19	-	51014861	51017142
ENSG00000204655	6	+	29624987	29639495
ENSG00000204657	6	+	29555683	29556745
ENSG00000204659	5	-	179105584	179107975
ENSG00000204661	5	-	179068545	179072047
ENSG00000204669	9	-	74666292	74675521
ENSG00000204671	12	-	122656577	122658746
ENSG00000204673	19	-	50372303	50381285
ENSG00000204677	5	+	177433973	177476088
ENSG00000204681	6	-	29570015	29600962
ENSG00000204682	10	-	21781587	21786191
ENSG00000204683	10	-	21414692	21435488
ENSG00000204687	6	-	29454474	29455738
ENSG00000204688	6	+	29424958	29432105
ENSG00000204694	6	-	29393281	29424848
ENSG00000204695	6	+	29274403	29275519
ENSG00000204700	6	+	29141311	29142351
ENSG00000204701	6	+	29079668	29080603
ENSG00000204702	6	+	29068386	29069658
ENSG00000204703	6	-	29053985	29055090
ENSG00000204704	6	-	29011990	29013017
ENSG00000204709	6	+	28911654	28912314
ENSG00000204710	11	+	64937625	64940715
ENSG00000204711	9	+	72435709	72521148
ENSG00000204713	6	-	28870779	28891766
ENSG00000204740	10	+	19492779	20023166
ENSG00000204752	19	+	7011514	7013338
ENSG00000204764	5	+	170288874	170727019
ENSG00000204767	5	-	169291268	169407744
ENSG00000204775	8	-	145317003	145331153
ENSG00000204779	9	-	70175707	70178815
ENSG00000204788	9	-	69377902	69380597
ENSG00000204790	9	-	69204538	69262593
ENSG00000204793	9	-	69199480	69202204
ENSG00000204807	9	+	45733559	45734896
ENSG00000204814	9	+	44867571	44870528
ENSG00000204822	2	-	74699085	74700449
ENSG00000204828	9	+	42717234	42720342
ENSG00000204839	8	-	144648357	144655141
ENSG00000204842	12	-	111890018	112037480
ENSG00000204843	2	-	74588281	74607482
ENSG00000204848	9	+	39884975	39891210
ENSG00000204849	9	+	39355699	39361956
ENSG00000204850	19	+	46997765	46999755
ENSG00000204851	19	-	46994448	46999755
ENSG00000204852	12	+	111051969	111086933
ENSG00000204856	12	+	110906169	110928190
ENSG00000204859	1	+	6640108	6649340
ENSG00000204866	19	+	46651039	46664546
ENSG00000204869	19	-	46543006	46544274
ENSG00000204873	17	+	39388715	39389705
ENSG00000204876	7	+	155755326	155759037
ENSG00000204880	17	-	39253233	39254393
ENSG00000204882	8	-	142366600	142377367
ENSG00000204887	17	-	39185949	39186356
ENSG00000204889	17	-	39133968	39140560
ENSG00000204897	17	-	38904273	38911584
ENSG00000204899	13	-	73282495	73301825
ENSG00000204904	X	-	46746852	46759138
ENSG00000204909	5	+	147715122	147719412
ENSG00000204913	17	+	38097727	38101000
ENSG00000204918	13	+	57721622	57724643
ENSG00000204919	13	+	57715052	57718073
ENSG00000204920	19	+	44488346	44502005
ENSG00000204922	11	+	62437745	62441049
ENSG00000204923	2	-	68686551	68694390
ENSG00000204928	5	-	145239296	145252531
ENSG00000204930	9	-	35817014	35828729
ENSG00000204941	19	-	43670408	43690688
ENSG00000204946	7	+	148959262	148982082
ENSG00000204947	7	-	148799876	148823438
ENSG00000204950	11	+	61276272	61278482
ENSG00000204952	17	-	37092685	37123655
ENSG00000204954	12	-	104343985	104351042
ENSG00000204956	5	+	140710252	140892546
ENSG00000204957	19	+	42746927	42749125
ENSG00000204960	7	-	155149680	155160629
ENSG00000204961	5	+	140227048	140391929
ENSG00000204962	5	+	140220907	140391929
ENSG00000204963	5	+	140213969	140391929
ENSG00000204965	5	+	140201361	140391929
ENSG00000204967	5	+	140186773	140391929
ENSG00000204969	5	+	140174550	140391929
ENSG00000204970	5	+	140165876	140391929
ENSG00000204977	13	+	50571173	50587316
ENSG00000204978	19	+	41949063	41950670
ENSG00000204979	11	+	60282886	60310194
ENSG00000204983	7	+	142457330	142460921
ENSG00000204991	16	+	89894916	89937727
ENSG00000205002	8	+	117950438	117956726
ENSG00000205018	16	+	89006197	89017932
ENSG00000205020	17	+	34538310	34540048
ENSG00000205021	17	-	34623842	34625719
ENSG00000205022	16	-	88929741	88933026
ENSG00000205029	11	+	55606228	55607214
ENSG00000205030	11	+	55594695	55595630
ENSG00000205038	8	+	110374706	110542559
ENSG00000205045	17	-	33800708	33814876
ENSG00000205047	16	-	87731749	87739290
ENSG00000205057	12	-	92813870	92821924
ENSG00000205060	7	-	133974084	134001803
ENSG00000205076	19	-	39261611	39264132
ENSG00000205078	16	+	77233294	77246902
ENSG00000205081	X	+	36254051	36403431
ENSG00000205084	16	-	75572049	75590136
ENSG00000205085	7	+	128312346	128324324
ENSG00000205086	2	-	42162508	42180943
ENSG00000205089	5	+	132083137	132089856
ENSG00000205090	1	-	1470554	1475737
ENSG00000205097	4	-	190945522	190948412
ENSG00000205106	11	+	45792983	45793909
ENSG00000205108	9	-	34723052	34729464
ENSG00000205111	2	-	39405688	39456673
ENSG00000205116	1	+	1361508	1363167
ENSG00000205126	11	+	44069531	44081527
ENSG00000205129	4	+	186350544	186370980
ENSG00000205133	8	-	93895758	93978373
ENSG00000205138	19	+	36486090	36487220
ENSG00000205143	9	-	34621376	34628104
ENSG00000205147	19	-	4041127	4043154
ENSG00000205148	15	-	96831280	96831660
ENSG00000205155	19	+	36236015	36237911
ENSG00000205174	7	-	108524032	108524644
ENSG00000205176	8	-	86568695	86575726
ENSG00000205177	11	-	33719807	33722347
ENSG00000205186	8	-	82370576	82373814
ENSG00000205189	8	+	81397902	81438500
ENSG00000205208	4	-	159587831	159593198
ENSG00000205209	19	-	35084347	35166604
ENSG00000205212	17	-	20766708	20799453
ENSG00000205213	11	-	27387508	27494293
ENSG00000205220	16	-	67968405	67970990
ENSG00000205221	2	+	36923833	37041930
ENSG00000205238	7	+	102191679	102202516
ENSG00000205246	19	+	23945816	24010937
ENSG00000205250	16	+	67226072	67232821
ENSG00000205268	8	-	66629745	66754187
ENSG00000205269	6	+	11538511	11583757
ENSG00000205277	7	+	100612904	100662230
ENSG00000205279	5	+	126984736	126994322
ENSG00000205281	15	-	82635130	82641706
ENSG00000205300	20	-	4050799	4055812
ENSG00000205301	4	-	141371110	141419376
ENSG00000205302	5	+	122110691	122165803
ENSG00000205307	7	-	100169855	100171270
ENSG00000205309	17	+	17206649	17250975
ENSG00000205318	6	+	10633993	10647501
ENSG00000205323	12	-	56151058	56211540
ENSG00000205327	12	+	55886162	55887100
ENSG00000205328	12	+	55794214	55795289
ENSG00000205329	12	+	55725485	55726420
ENSG00000205330	12	+	55714346	55715408
ENSG00000205334	2	-	27928653	27938599
ENSG00000205336	16	+	57662419	57698944
ENSG00000205339	11	+	9406169	9469673
ENSG00000205352	12	+	53835389	53840417
ENSG00000205356	7	-	97843936	97881563
ENSG00000205358	16	+	56703726	56705041
ENSG00000205359	5	-	101707486	101834720
ENSG00000205362	16	+	56672578	56673999
ENSG00000205363	15	-	74032141	74045088
ENSG00000205364	16	+	56666145	56667898
ENSG00000205403	4	-	110661852	110723335
ENSG00000205409	11	-	5862158	5863127
ENSG00000205413	7	-	92728829	92747336
ENSG00000205420	12	-	52880958	52887041
ENSG00000205423	16	+	50058321	50070999
ENSG00000205426	12	-	52679697	52685318
ENSG00000205436	14	+	103566481	103576608
ENSG00000205439	21	+	46077849	46078258
ENSG00000205441	21	+	46020497	46022091
ENSG00000205442	9	-	24542950	24545879
ENSG00000205445	21	-	45970240	45971388
ENSG00000205456	16	+	32264040	32267240
ENSG00000205457	16	+	33204980	33208176
ENSG00000205464	5	+	81575281	81614622
ENSG00000205476	14	-	99977603	100070363
ENSG00000205495	11	+	5067756	5068691
ENSG00000205496	11	-	4976002	4976943
ENSG00000205497	11	-	4967355	4968356
ENSG00000205502	15	-	62455734	62457482
ENSG00000205517	19	-	11505001	11530004
ENSG00000205531	11	-	2965667	3013607
ENSG00000205542	X	+	12993229	12995345
ENSG00000205544	17	-	7306294	7307456
ENSG00000205549	9	-	16203945	16253112
ENSG00000205560	22	-	51007291	51017096
ENSG00000205571	5	+	69345439	69373419
ENSG00000205572	5	+	69321096	69338940
ENSG00000205581	21	-	40714241	40721126
ENSG00000205592	12	+	40787197	40964562
ENSG00000205593	22	-	50747459	50765489
ENSG00000205595	4	+	75480629	75490486
ENSG00000205609	16	-	28390905	28415165
ENSG00000205629	16	+	25123050	25189552
ENSG00000205639	2	+	24232951	24247163
ENSG00000205642	X	+	8432871	8434547
ENSG00000205643	22	-	46639910	46646576
ENSG00000205649	4	+	70894172	70900129
ENSG00000205659	14	+	74551499	74667936
ENSG00000205664	X	-	3735569	3761898
ENSG00000205667	X	+	2924654	2951612
ENSG00000205669	14	+	74083548	74086592
ENSG00000205670	21	+	35747903	35761451
ENSG00000205678	4	-	65143420	65275180
ENSG00000205683	14	-	73136660	73360809
ENSG00000205693	12	-	27915671	27924209
ENSG00000205707	12	+	25348150	25357948
ENSG00000205710	17	+	4802831	4806227
ENSG00000205718	19	-	7037759	7040190
ENSG00000205726	21	+	35014764	35272165
ENSG00000205730	16	+	19125254	19132946
ENSG00000205740	10	-	1017097	1034281
ENSG00000205744	19	-	6467218	6481819
ENSG00000205745	7	+	36118694	36125346
ENSG00000205754	12	+	21168630	21243040
ENSG00000205755	X	-	1314890	1331527
ENSG00000205758	21	-	34961647	35014066
ENSG00000205765	5	+	41904451	41921738
ENSG00000205775	X	+	49197607	49204923
ENSG00000205777	X	+	49363665	49370958
ENSG00000205784	19	-	4890449	4902879
ENSG00000205791	12	-	12508342	12510001
ENSG00000205795	2	-	10196907	10220538
ENSG00000205808	9	+	4662298	4665256
ENSG00000205809	12	-	10583198	10588592
ENSG00000205810	12	-	10568183	10573149
ENSG00000205821	17	-	2310279	2318731
ENSG00000205832	16	+	4606491	4650715
ENSG00000205835	3	-	190570667	190580404
ENSG00000205838	5	+	34839269	34899561
ENSG00000205846	12	+	8608522	8630926
ENSG00000205850	13	-	24895264	24895566
ENSG00000205853	22	-	32755893	32767063
ENSG00000205856	22	-	32544993	32555275
ENSG00000205857	12	+	7917812	7926717
ENSG00000205858	7	+	16566521	16621193
ENSG00000205863	13	-	24465388	24471194
ENSG00000205864	11	+	1718425	1718985
ENSG00000205867	11	-	1618409	1619524
ENSG00000205869	11	-	1605572	1606513
ENSG00000205882	8	-	11850692	11853821
ENSG00000205883	8	+	11839830	11842099
ENSG00000205884	8	-	11831446	11832108
ENSG00000205899	17	+	1173853	1174754
ENSG00000205916	Y	+	26980081	27053183
ENSG00000205922	19	+	1752372	1780987
ENSG00000205923	16	-	2577081	2581420
ENSG00000205927	21	+	34398243	34401504
ENSG00000205929	21	-	34162985	34180028
ENSG00000205930	21	+	34144411	34171279
ENSG00000205937	16	-	2303131	2317604
ENSG00000205944	Y	+	25365622	25437499
ENSG00000205971	7	-	1732446	1733961
ENSG00000205978	14	+	24867992	24888494
ENSG00000205981	3	-	180701497	180707561
ENSG00000206013	11	-	298200	299526
ENSG00000206026	18	-	73121431	73139658
ENSG00000206043	18	+	71983048	72026422
ENSG00000206044	12	-	2958397	2966213
ENSG00000206047	8	-	6835172	6837602
ENSG00000206052	18	+	67068291	67516323
ENSG00000206053	16	+	1728257	1752087
ENSG00000206069	22	-	25331077	25342662
ENSG00000206072	18	+	61370194	61391123
ENSG00000206073	18	-	61304493	61311532
ENSG00000206075	18	+	61143994	61172318
ENSG00000206077	5	-	711923	767067
ENSG00000206102	21	-	32410478	32410795
ENSG00000206104	21	+	32015183	32015455
ENSG00000206105	21	+	31992946	31993169
ENSG00000206106	21	-	31962424	31962716
ENSG00000206107	21	-	31709331	31710012
ENSG00000206127	15	-	32737307	32747835
ENSG00000206150	14	-	21500979	21502944
ENSG00000206172	16	+	226679	227521
ENSG00000206177	16	+	215977	216767
ENSG00000206181	18	-	44558943	44561988
ENSG00000206190	15	-	25922420	26108355
ENSG00000206199	3	-	149478892	149510610
ENSG00000206203	22	+	19118321	19120134
ENSG00000206260	3	-	138722804	138725110
ENSG00000206262	3	+	138666076	138672293
ENSG00000206344	6	+	31165537	31171745
ENSG00000206384	3	+	130279178	130396999
ENSG00000206418	18	+	8609443	8639379
ENSG00000206422	18	+	7231123	7232045
ENSG00000206432	18	-	5882071	5895954
ENSG00000206474	6	+	29407083	29408731
ENSG00000206483	3	-	126290625	126327398
ENSG00000206503	6	+	29909037	29913661
ENSG00000206527	3	-	123210401	123304032
ENSG00000206530	3	-	113005777	113160361
ENSG00000206531	3	-	112534556	112564797
ENSG00000206532	3	-	110610970	110612323
ENSG00000206535	3	+	100120037	100175163
ENSG00000206536	3	+	98109510	98110475
ENSG00000206538	3	-	86987119	87040257
ENSG00000206549	3	-	46753607	46854064
ENSG00000206557	3	+	32859510	32939318
ENSG00000206559	3	+	28390640	28566636
ENSG00000206560	3	-	15708743	15901278
ENSG00000206561	3	-	15491654	15563258
ENSG00000206562	3	-	15422782	15469025
ENSG00000206579	8	+	56014949	56454613
ENSG00000211445	5	+	150400124	150408554
ENSG00000211448	14	-	80668941	80677843
ENSG00000211450	11	+	57509044	57510129
ENSG00000211452	1	+	54359860	54376759
ENSG00000211454	1	-	19592478	19600568
ENSG00000211455	12	+	27397108	27478892
ENSG00000211456	3	+	45730754	45786916
ENSG00000211460	2	+	122513109	122525429
ENSG00000211584	12	+	48166991	48176536
ENSG00000212122	5	-	112768251	112770728
ENSG00000212123	19	-	5782971	5784776
ENSG00000212124	12	-	11174218	11175219
ENSG00000212126	12	-	11138512	11139511
ENSG00000212127	12	-	11090005	11091862
ENSG00000212128	12	-	11060525	11062161
ENSG00000212643	5	+	112227313	112228791
ENSG00000212657	17	-	39463952	39465505
ENSG00000212658	17	-	39458078	39459103
ENSG00000212659	17	+	39421591	39422893
ENSG00000212670	1	+	54569968	54571750
ENSG00000212673	1	+	32379174	32380745
ENSG00000212710	18	-	19993573	19997878
ENSG00000212719	17	-	21431571	21454943
ENSG00000212721	17	-	39273433	39274606
ENSG00000212722	17	+	39261584	39262740
ENSG00000212724	17	-	39215495	39216344
ENSG00000212725	17	-	39202793	39203568
ENSG00000212734	17	+	6554971	6556791
ENSG00000212743	10	+	6392278	6394723
ENSG00000212747	X	-	134154543	134156559
ENSG00000212768	15	+	35270552	35272268
ENSG00000212807	7	-	143929004	143929936
ENSG00000212857	GL000212.1	+	64252	65919
ENSG00000212864	9	-	140114707	140116033
ENSG00000212884	GL000205.1	+	117169	119085
ENSG00000212899	17	-	39149686	39150385
ENSG00000212900	17	-	39155447	39156138
ENSG00000212901	17	-	39164776	39165366
ENSG00000212907	MT	+	10470	10766
ENSG00000212916	1	+	232940643	232946092
ENSG00000212928	14	+	57671888	57673291
ENSG00000212933	21	-	46074130	46074576
ENSG00000212935	21	-	45977673	45978643
ENSG00000212938	21	+	31964759	31965394
ENSG00000212952	9	-	44400717	44402427
ENSG00000212993	8	+	128426535	128432311
ENSG00000212997	8	+	95558771	95560630
ENSG00000212998	8	+	94752349	94753001
ENSG00000212999	8	+	93895865	93898013
ENSG00000213002	8	+	71485681	71486671
ENSG00000213015	19	+	56153418	56154835
ENSG00000213020	19	-	53206066	53238307
ENSG00000213022	19	-	51503806	51512837
ENSG00000213023	19	-	51125234	51141302
ENSG00000213024	19	-	50411363	50432761
ENSG00000213029	1	+	229440129	229441248
ENSG00000213030	19	-	49550895	49552363
ENSG00000213047	1	-	197521385	197744455
ENSG00000213057	1	+	178514056	178518024
ENSG00000213064	1	+	168195246	168222263
ENSG00000213066	6	+	167412670	167466201
ENSG00000213077	17	-	18427880	18430160
ENSG00000213079	6	+	155054459	155155192
ENSG00000213085	1	-	159842154	159869953
ENSG00000213088	1	+	159175201	159176288
ENSG00000213096	19	+	24269995	24312654
ENSG00000213121	6	+	153552455	153668623
ENSG00000213123	3	-	196018090	196045159
ENSG00000213132	3	+	187896331	187898598
ENSG00000213139	3	-	186256230	186264491
ENSG00000213145	14	+	105952654	105955128
ENSG00000213160	2	+	170590356	170608398
ENSG00000213171	1	-	151772740	151778630
ENSG00000213185	10	-	124608594	124639114
ENSG00000213186	3	-	160153291	160167617
ENSG00000213190	1	+	151030234	151040970
ENSG00000213199	7	+	150745973	150749841
ENSG00000213203	7	+	150413645	150421372
ENSG00000213213	9	+	139690815	139702173
ENSG00000213214	7	-	143883176	143892748
ENSG00000213215	7	+	143657027	143658108
ENSG00000213218	17	-	61949372	61951126
ENSG00000213221	9	-	139256352	139258241
ENSG00000213231	14	+	96152754	96158980
ENSG00000213240	1	+	145224599	145285912
ENSG00000213246	17	-	56422539	56429563
ENSG00000213265	7	-	130353488	130372268
ENSG00000213281	1	-	115247090	115259515
ENSG00000213316	5	+	179220987	179223513
ENSG00000213337	2	-	97513722	97523832
ENSG00000213339	19	+	10812127	10824041
ENSG00000213341	10	-	101948055	101989376
ENSG00000213347	5	-	176734206	176739310
ENSG00000213366	1	+	110210688	110217908
ENSG00000213380	16	-	69360816	69373570
ENSG00000213390	10	-	98981930	99052413
ENSG00000213397	X	-	152713124	152736089
ENSG00000213398	16	-	67973653	67978034
ENSG00000213401	X	-	151899302	151903101
ENSG00000213402	11	-	67202981	67205538
ENSG00000213413	7	+	99816859	99819113
ENSG00000213416	17	-	39279343	39280419
ENSG00000213417	17	-	39221369	39222131
ENSG00000213420	7	-	99767229	99774990
ENSG00000213424	17	-	38812482	38821393
ENSG00000213445	11	+	65407592	65418389
ENSG00000213462	7	-	64451187	64467031
ENSG00000213463	14	-	70838148	70883762
ENSG00000213465	11	+	64781585	64789656
ENSG00000213471	15	+	90792762	90802320
ENSG00000213494	17	-	34310692	34329100
ENSG00000213512	1	-	89597434	89641723
ENSG00000213516	1	-	89445142	89458643
ENSG00000213523	5	-	139929653	139937895
ENSG00000213533	3	-	52870772	52931612
ENSG00000213551	10	-	75002582	75008620
ENSG00000213563	8	-	145751117	145754516
ENSG00000213578	15	+	75118888	75124141
ENSG00000213585	5	-	133307606	133340824
ENSG00000213588	6	+	33422356	33425325
ENSG00000213593	11	+	57480079	57508445
ENSG00000213614	15	-	72635775	72668817
ENSG00000213619	11	+	47600562	47606114
ENSG00000213625	1	+	65886270	65901690
ENSG00000213626	2	+	30454397	30482894
ENSG00000213638	19	+	1905377	1913444
ENSG00000213639	2	+	28974719	29025806
ENSG00000213648	16	+	29467780	29475984
ENSG00000213654	6	-	32158543	32160683
ENSG00000213658	16	+	28996147	29002104
ENSG00000213672	3	-	48711277	48723360
ENSG00000213676	6	-	32083041	32096017
ENSG00000213689	3	+	48507229	48509041
ENSG00000213694	9	+	91611421	91619925
ENSG00000213699	2	+	26987156	27004099
ENSG00000213714	20	+	55108302	55111576
ENSG00000213719	6	-	31698358	31705095
ENSG00000213722	6	-	31694815	31697569
ENSG00000213741	14	-	50043390	50053094
ENSG00000213759	4	-	70065669	70080449
ENSG00000213760	6	-	31512239	31514621
ENSG00000213762	19	+	58125619	58134724
ENSG00000213780	6	+	30875961	30881883
ENSG00000213782	12	+	12966280	12982915
ENSG00000213799	19	+	53837002	53858122
ENSG00000213809	12	-	10524952	10542617
ENSG00000213822	19	+	51979838	51986611
ENSG00000213828	2	-	240083493	240084053
ENSG00000213853	16	-	10622279	10674555
ENSG00000213859	17	+	7255208	7258258
ENSG00000213865	8	+	67579853	67593393
ENSG00000213886	6	-	29523292	29527702
ENSG00000213888	22	+	31742875	31744670
ENSG00000213889	19	+	46001731	46005343
ENSG00000213892	19	+	45202421	45213986
ENSG00000213901	2	-	220026488	220034754
ENSG00000213903	14	+	24782517	24787242
ENSG00000213906	14	+	24779357	24781259
ENSG00000213918	16	+	3701838	3708096
ENSG00000213920	14	-	24683143	24685273
ENSG00000213921	19	+	40267235	40276775
ENSG00000213922	19	+	39930212	39932082
ENSG00000213923	22	-	38686698	38713413
ENSG00000213927	9	-	34661893	34662689
ENSG00000213928	14	+	24630262	24635774
ENSG00000213930	9	+	34646660	34651032
ENSG00000213931	11	-	5289582	5526834
ENSG00000213934	11	-	5269313	5271122
ENSG00000213937	16	+	3062457	3064506
ENSG00000213949	5	+	52083730	52255040
ENSG00000213953	2	+	187361840	187365393
ENSG00000213965	19	+	33182867	33204702
ENSG00000213967	19	+	24097692	24117286
ENSG00000213973	19	-	22940116	22966909
ENSG00000213977	17	-	3566196	3571976
ENSG00000213983	14	-	24028774	24037279
ENSG00000213988	19	+	20188830	20230561
ENSG00000213995	13	+	111268008	111292340
ENSG00000213996	19	-	19375175	19384097
ENSG00000213999	19	-	19256562	19302967
ENSG00000214013	15	+	42566440	42645864
ENSG00000214021	3	+	9851672	9877173
ENSG00000214022	7	+	150065889	150070034
ENSG00000214026	11	+	1968508	1977839
ENSG00000214029	12	-	133694740	133707059
ENSG00000214042	9	-	21201468	21202204
ENSG00000214046	19	-	16755556	16770968
ENSG00000214050	8	-	28285929	28347835
ENSG00000214063	11	+	844446	867116
ENSG00000214078	20	-	34213966	34241599
ENSG00000214087	17	-	79648204	79650954
ENSG00000214097	3	-	196233748	196242237
ENSG00000214102	7	+	141408153	141431071
ENSG00000214106	7	+	154720227	154737108
ENSG00000214107	X	+	30261847	30270155
ENSG00000214109	19	-	13890884	13900972
ENSG00000214113	6	-	5186834	5261172
ENSG00000214114	1	-	39328636	39339777
ENSG00000214128	7	+	138482697	138491504
ENSG00000214140	17	+	74536172	74539469
ENSG00000214160	3	-	183960122	183966759
ENSG00000214167	17	+	65027509	65028198
ENSG00000214188	7	+	116593953	116599871
ENSG00000214189	19	+	12203196	12222475
ENSG00000214193	1	+	36771994	36786948
ENSG00000214194	7	-	112756773	112758668
ENSG00000214212	19	+	10959078	10980466
ENSG00000214215	12	+	93096619	93102323
ENSG00000214216	3	+	158787117	158983492
ENSG00000214226	17	-	54869274	54911257
ENSG00000214237	3	-	150588832	150612089
ENSG00000214239	6	+	159047471	159049322
ENSG00000214248	19	-	7963689	7968427
ENSG00000214253	7	-	100882893	100888366
ENSG00000214274	14	+	21152336	21162345
ENSG00000214285	10	+	129347613	129350935
ENSG00000214290	11	+	111169976	111179353
ENSG00000214300	7	+	99905325	99919819
ENSG00000214305	11	+	107650219	107652316
ENSG00000214306	11	+	107643129	107647344
ENSG00000214309	7	+	99724317	99726118
ENSG00000214314	7	+	99040552	99040747
ENSG00000214324	3	+	126911974	126917025
ENSG00000214325	16	-	75729841	75734089
ENSG00000214338	6	-	127759551	127840500
ENSG00000214357	5	+	172068269	172118543
ENSG00000214360	5	+	171621176	171630456
ENSG00000214367	4	-	2230076	2243860
ENSG00000214376	11	-	93551398	93583697
ENSG00000214397	15	-	100255908	100258029
ENSG00000214402	9	+	139877445	139880213
ENSG00000214413	10	-	112659879	112678959
ENSG00000214414	11	+	89443467	89451040
ENSG00000214415	7	-	80087987	80141336
ENSG00000214435	10	+	104629273	104661656
ENSG00000214447	17	+	42977142	42982758
ENSG00000214456	19	-	4522543	4535236
ENSG00000214479	6	+	83782692	83782854
ENSG00000214491	22	-	30918786	30942669
ENSG00000214510	5	+	147647743	147665817
ENSG00000214511	12	+	51347705	51364289
ENSG00000214513	2	+	73429386	73439641
ENSG00000214517	11	+	73882144	73965748
ENSG00000214518	17	-	39210750	39211482
ENSG00000214530	11	-	72465775	72504726
ENSG00000214556	17	-	36991341	36997708
ENSG00000214562	10	+	89117477	89130452
ENSG00000214575	15	-	83213023	83316728
